"Monitor.ID","Latitude","Longitude","Datum","State.Name","Year","Arithmetic.Mean","Required.Day.Count"
"06-065-5001-88101-1",33.85275,-116.54101,"WGS84","California",2000,9.595,122
"06-065-8001-88101-1",33.99958,-117.41601,"WGS84","California",2000,28.220066,366
"06-067-0010-88101-1",38.56844,-121.49311,"NAD83","California",2000,12.175227,366
"06-071-0025-88101-1",34.037234,-117.690889,"WGS84","California",2000,24.20991,122
"06-071-2002-88101-1",34.10002,-117.49201,"WGS84","California",2000,24.483929,122
"06-071-8001-88101-1",34.26464,-116.86147,"NAD83","California",2000,10.479661,61
"06-073-0001-88101-1",32.631242,-117.059088,"NAD83","California",2000,13.126733,122
"06-073-0003-88101-1",32.791194,-116.942092,"WGS84","California",2000,15.347603,122
"06-073-0006-88101-1",32.836461,-117.128752,"WGS84","California",2000,12.492079,122
"06-073-1002-88101-1",33.127769,-117.075086,"NAD83","California",2000,15.65082,122
"06-073-1007-88101-1",32.709224,-117.154841,"WGS84","California",2000,15.878755,366
"06-079-2002-88101-1",35.283864,-120.655171,"WGS84","California",2000,8.36,61
"06-079-8001-88101-1",35.49158,-120.66804,"WGS84","California",2000,10.467241,61
"06-083-1008-88101-1",34.942872,-120.435611,"NAD83","California",2000,9.903774,61
"06-087-0007-88101-1",36.98332,-121.98822,"NAD83","California",2000,7.904167,76
"06-089-0004-88101-1",40.55013,-122.38092,"NAD83","California",2000,9.472727,61
"06-099-0005-88101-1",37.642165,-120.994212,"NAD83","California",2000,18.680328,122
"06-101-0003-88101-1",39.138773,-121.618549,"WGS84","California",2000,10.672131,61
"06-107-2002-88101-1",36.332179,-119.291228,"WGS84","California",2000,24.121739,122
"06-111-0007-88101-1",34.210169,-118.870509,"NAD83","California",2000,13.584466,122
"06-111-3001-88101-1",34.25239,-119.143182,"NAD83","California",2000,12.834906,122
"06-113-1003-88101-1",38.66121,-121.73269,"WGS84","California",2000,10.206897,122
"08-001-0001-88101-1",39.827594,-104.937668,"WGS84","Colorado",2000,10.814286,122
"08-005-0005-88101-1",39.604399,-105.019526,"WGS84","Colorado",2000,8.665487,122
"08-013-0003-88101-1",40.164576,-105.100856,"WGS84","Colorado",2000,9.509836,122
"08-013-0012-88101-1",40.021097,-105.263382,"WGS84","Colorado",2000,8.143548,122
"08-031-0002-88101-1",39.751184,-104.987625,"WGS84","Colorado",2000,10.758567,366
"08-039-0001-88101-1",39.231384,-104.63477,"WGS84","Colorado",2000,4.024779,122
"08-041-0008-88101-1",38.895975,-104.761296,"WGS84","Colorado",2000,6.737288,122
"08-041-0011-88101-1",38.828042,-104.827739,"WGS84","Colorado",2000,7.588034,122
"08-051-0005-88101-1",38.87805,-106.974698,"WGS84","Colorado",2000,5.896491,61
"08-067-0008-88101-1",37.267684,-107.874589,"WGS84","Colorado",2000,4.950943,61
"08-069-0009-88101-1",40.571288,-105.079693,"WGS84","Colorado",2000,8.286777,122
"08-077-0003-88101-1",39.0916,-108.563775,"WGS84","Colorado",2000,7.213934,122
"08-101-0012-88101-1",38.263058,-104.612133,"WGS84","Colorado",2000,7.808333,122
"08-123-0006-88101-1",40.414877,-104.70693,"WGS84","Colorado",2000,8.541525,122
"08-123-0008-88101-1",40.209387,-104.82405,"WGS84","Colorado",2000,8.965812,122
"09-001-0010-88101-1",41.170833,-73.194722,"WGS84","Connecticut",2000,13.87807,122
"09-001-1123-88101-1",41.399167,-73.443056,"WGS84","Connecticut",2000,12.695575,122
"09-001-2124-88101-1",41.063153,-73.528456,"WGS84","Connecticut",2000,12.903478,122
"09-003-1003-88101-1",41.784722,-72.631667,"WGS84","Connecticut",2000,10.648658,366
"09-003-1018-88101-1",41.760933,-72.67037,"WGS84","Connecticut",2000,11.812844,122
"09-009-1123-88101-1",41.310833,-72.916944,"WGS84","Connecticut",2000,14.069298,122
"09-009-2123-88101-1",41.550556,-73.043611,"WGS84","Connecticut",2000,13.605172,122
"09-009-9005-88101-1",41.341111,-72.921389,"WGS84","Connecticut",2000,11.486364,122
"09-011-3002-88101-1",41.524167,-72.076667,"WGS84","Connecticut",2000,11.049533,122
"10-001-0002-88101-1",38.986672,-75.5568,"WGS84","Delaware",2000,13.2,122
"10-001-0003-88101-1",39.155,-75.518056,"WGS84","Delaware",2000,12.944538,122
"10-003-1003-88101-1",39.761111,-75.491944,"WGS84","Delaware",2000,15.372881,122
"10-003-1007-88101-1",39.5513,-75.732,"WGS84","Delaware",2000,14.209677,122
"10-003-1012-88101-1",39.691962,-75.761299,"WGS84","Delaware",2000,15.197651,366
"10-003-2004-88101-1",39.739444,-75.558056,"WGS84","Delaware",2000,16.616502,366
"10-005-1002-88101-1",38.6539,-75.6106,"WGS84","Delaware",2000,14.308264,122
"11-001-0041-88101-1",38.895572,-76.958072,"WGS84","District Of Columbia",2000,16.725641,366
"11-001-0043-88101-1",38.921847,-77.013178,"WGS84","District Of Columbia",2000,15.380503,366
"12-001-0023-88101-1",29.706111,-82.387778,"WGS84","Florida",2000,11.183193,122
"12-001-0024-88101-1",29.658578,-82.408162,"WGS84","Florida",2000,11.828099,122
"12-011-1002-88101-1",26.083143,-80.237586,"WGS84","Florida",2000,9.517416,366
"12-011-2004-88101-1",26.217582,-80.127545,"WGS84","Florida",2000,9.45117,366
"12-011-3002-88101-1",26.001202,-80.160324,"WGS84","Florida",2000,9.284298,122
"12-017-0005-88101-1",28.980556,-82.644381,"NAD83","Florida",2000,10.45614,122
"12-031-0098-88101-1",30.135797,-81.633981,"WGS84","Florida",2000,12.14345,366
"12-033-0004-88101-1",30.525367,-87.20355,"WGS84","Florida",2000,13.80339,122
"12-057-0030-88101-1",27.932244,-82.50954,"WGS84","Florida",2000,13.498538,366
"12-057-1075-88101-1",28.050296,-82.377871,"WGS84","Florida",2000,12.439886,366
"12-071-0005-88101-1",26.602016,-81.877908,"WGS84","Florida",2000,9.584112,122
"12-073-0012-88101-1",30.439722,-84.346389,"WGS84","Florida",2000,13.611538,122
"12-081-4012-88101-1",27.480873,-82.618709,"WGS84","Florida",2000,10.391089,122
"12-083-0003-88101-1",29.170533,-82.100646,"WGS84","Florida",2000,10.958261,122
"12-086-1016-88101-1",25.794222,-80.215556,"NAD83","Florida",2000,11.281571,366
"12-095-1004-88101-1",28.551112,-81.345347,"WGS84","Florida",2000,12.036261,366
"12-095-2002-88101-1",28.596389,-81.3625,"WGS84","Florida",2000,11.846377,366
"12-099-0009-88101-1",26.730833,-80.233889,"WGS84","Florida",2000,9.108116,366
"12-099-2003-88101-1",26.454796,-80.096709,"WGS84","Florida",2000,9.089851,366
"12-103-0018-88101-1",27.785866,-82.739875,"WGS84","Florida",2000,12.36018,366
"12-103-1008-88101-1",28.000297,-82.776213,"WGS84","Florida",2000,11.377273,122
"12-105-6006-88101-1",28.028889,-81.972222,"WGS84","Florida",2000,12.240777,122
"12-111-1002-88101-1",27.449206,-80.408104,"WGS84","Florida",2000,10.060177,122
"12-115-0013-88101-1",27.290556,-82.507222,"WGS84","Florida",2000,11.033333,122
"12-117-1002-88101-1",28.746111,-81.310556,"WGS84","Florida",2000,10.957983,122
"12-127-5002-88101-1",29.206667,-81.0525,"WGS84","Florida",2000,10.483193,122
"13-021-0007-88101-1",32.777465,-83.640996,"NAD83","Georgia",2000,18.311111,122
"13-021-0012-88101-1",32.805264,-83.543493,"NAD83","Georgia",2000,16.442718,122
"13-051-0091-88101-1",32.110679,-81.161823,"NAD83","Georgia",2000,15.336697,122
"13-059-0001-88101-1",33.945948,-83.372102,"WGS84","Georgia",2000,18.529348,122
"13-063-0091-88101-1",33.610845,-84.390717,"NAD83","Georgia",2000,19.28,122
"13-067-0003-88101-1",34.015436,-84.607423,"NAD83","Georgia",2000,18.970642,122
"13-089-0002-88101-1",33.6878,-84.2905,"NAD83","Georgia",2000,17.44589,366
"13-089-2001-88101-1",33.901389,-84.279903,"WGS84","Georgia",2000,18.917687,366
"13-095-0007-88101-1",31.5776,-84.0998,"NAD83","Georgia",2000,16.74486,122
"13-115-0005-88101-1",34.263198,-85.304826,"WGS84","Georgia",2000,17.808081,122
"13-121-0032-88101-1",33.819564,-84.389708,"WGS84","Georgia",2000,18.564068,366
"13-121-0039-88101-1",33.802241,-84.435618,"NAD83","Georgia",2000,21.448515,122
"13-121-1001-88101-1",33.616499,-84.437427,"WGS84","Georgia",2000,19.865347,122
"13-127-0006-88101-1",31.169805,-81.495035,"NAD83","Georgia",2000,14.413208,122
"13-135-0002-88101-1",33.9632,-84.0691,"NAD83","Georgia",2000,19.471698,61
"13-139-0003-88101-1",34.2993,-83.8134,"NAD83","Georgia",2000,18.012745,122
"13-185-0003-88101-1",30.8486,-83.2933,"NAD83","Georgia",2000,15.612963,61
"13-215-0001-88101-1",32.4842,-84.9789,"NAD83","Georgia",2000,16.681081,122
"13-215-0011-88101-1",32.4297,-84.9316,"NAD83","Georgia",2000,19.259292,122
"13-223-0003-88101-1",33.9285,-85.04534,"WGS84","Georgia",2000,16.845217,122
"13-245-0005-88101-1",33.469164,-81.991426,"WGS84","Georgia",2000,17.009375,122
"13-245-0091-88101-1",33.4339,-82.0224,"NAD83","Georgia",2000,17.316505,122
"13-303-0001-88101-1",32.967359,-82.806871,"NAD83","Georgia",2000,16.418182,61
"13-319-0001-88101-1",32.881829,-83.333775,"WGS84","Georgia",2000,17.482243,122
"15-003-1001-88101-1",21.30758,-157.85542,"WGS84","Hawaii",2000,4.003323,366
"15-003-1004-88101-1",21.303382,-157.871171,"WGS84","Hawaii",2000,4.803509,61
"15-003-2004-88101-1",21.392833,-157.969126,"WGS84","Hawaii",2000,4.94214,366
"15-009-0006-88101-1",20.780997,-156.446373,"WGS84","Hawaii",2000,4.795192,122
"16-001-0011-88101-1",43.636111,-116.270278,"WGS84","Idaho",2000,9.385075,134
"16-001-0017-88101-1",43.577603,-116.178156,"WGS84","Idaho",2000,9.231356,122
"16-005-0006-88101-1",42.925556,-112.478889,"WGS84","Idaho",2000,10.289565,122
"16-005-0015-88101-1",42.876725,-112.460347,"WGS84","Idaho",2000,10.470588,122
"16-017-0001-88101-1",48.274167,-116.550833,"WGS84","Idaho",2000,9.874783,122
"16-019-0010-88101-1",43.499358,-112.014971,"WGS84","Idaho",2000,8.178947,61
"16-027-0004-88101-1",43.562401,-116.563232,"WGS84","Idaho",2000,9.305042,122
"16-027-0005-88101-1",43.5625,-116.563611,"WGS84","Idaho",2000,9.70082,122
"16-055-0006-88101-1",47.682315,-116.76553,"WGS84","Idaho",2000,10.044068,122
"16-069-0009-88101-1",46.417778,-117.018611,"WGS84","Idaho",2000,10.581667,61
"16-083-0006-88101-1",42.145572,-115.0145,"WGS84","Idaho",2000,3.210909,61
"16-083-0010-88101-1",42.564008,-114.447071,"WGS84","Idaho",2000,7.405172,61
"17-001-0006-88101-1",39.93301,-91.404237,"WGS84","Illinois",2000,13.086207,61
"17-019-0004-88101-1",40.123796,-88.229531,"WGS84","Illinois",2000,14.810345,61
"17-019-1001-88101-1",40.05278,-88.37251,"WGS84","Illinois",2000,14.50339,61
"17-031-0022-88101-1",41.687165,-87.539315,"WGS84","Illinois",2000,17.932743,122
"17-031-0052-88101-1",41.965485,-87.749928,"WGS84","Illinois",2000,18.295087,366
"17-031-0057-88101-1",41.912739,-87.722673,"NAD83","Illinois",2000,17.315455,122
"17-031-0076-88101-1",41.7514,-87.713488,"WGS84","Illinois",2000,16.565766,122
"17-031-1016-88101-1",41.80118,-87.832349,"WGS84","Illinois",2000,20.276852,122
"17-031-2001-88101-1",41.662109,-87.696467,"WGS84","Illinois",2000,16.790265,122
"17-031-3301-88101-1",41.782766,-87.805377,"WGS84","Illinois",2000,16.888696,122
"17-031-4006-88101-1",42.027807,-87.905344,"WGS84","Illinois",2000,15.268317,122
"17-031-4201-88101-1",42.139996,-87.799227,"WGS84","Illinois",2000,14.283486,366
"17-031-6005-88101-1",41.864426,-87.748902,"WGS84","Illinois",2000,16.434545,122
"17-043-4002-88101-1",41.771071,-88.152534,"WGS84","Illinois",2000,15.214655,122
"17-089-0003-88101-1",42.050403,-88.280015,"WGS84","Illinois",2000,14.512381,122
"17-097-1007-88101-1",42.467573,-87.810047,"WGS84","Illinois",2000,12.212931,122
"17-099-0007-88101-1",41.293015,-89.049425,"WGS84","Illinois",2000,15.246226,122
"17-111-0001-88101-1",42.221442,-88.242207,"WGS84","Illinois",2000,14.758929,122
"17-113-2002-88101-1",40.515314,-88.995909,"WGS84","Illinois",2000,14.856364,61
"17-115-0013-88101-1",39.866834,-88.925594,"WGS84","Illinois",2000,15.064167,122
"17-119-0023-88101-1",38.699565,-90.143529,"WGS84","Illinois",2000,20.63913,122
"17-119-1007-88101-1",38.704534,-90.139675,"WGS84","Illinois",2000,17.360504,122
"17-119-2009-88101-1",38.903085,-90.143168,"WGS84","Illinois",2000,16.008333,122
"17-119-3007-88101-1",38.860669,-90.105851,"WGS84","Illinois",2000,15.92906,122
"17-143-0037-88101-1",40.697007,-89.584737,"WGS84","Illinois",2000,14.87931,122
"17-157-0001-88101-1",38.176278,-89.788459,"WGS84","Illinois",2000,14.998246,61
"17-161-0003-88101-1",41.511978,-90.514301,"WGS84","Illinois",2000,13.591525,61
"17-163-0010-88101-1",38.612034,-90.160477,"WGS84","Illinois",2000,17.40708,122
"17-163-4001-88101-1",38.529631,-89.99285,"WGS84","Illinois",2000,15,122
"17-167-0012-88101-1",39.831921,-89.644164,"WGS84","Illinois",2000,13.401802,122
"17-197-1002-88101-1",41.526885,-88.116474,"WGS84","Illinois",2000,15.99375,122
"17-197-1011-88101-1",41.221537,-88.190967,"WGS84","Illinois",2000,14.255932,61
"17-201-0010-88101-1",42.267242,-89.08955,"WGS84","Illinois",2000,14.995495,122
"18-003-0004-88101-1",41.094965,-85.101816,"WGS84","Indiana",2000,15.582075,122
"18-019-0005-88101-1",38.270903,-85.74024,"WGS84","Indiana",2000,18.536792,122
"18-035-0006-88101-1",40.199502,-85.387908,"NAD83","Indiana",2000,16.218584,122
"18-037-2001-88101-1",38.391799,-86.929668,"NAD83","Indiana",2000,17.219298,122
"18-039-0003-88101-1",41.667827,-85.969444,"WGS84","Indiana",2000,15.675962,122
"18-067-0003-88101-1",40.485479,-86.132879,"WGS84","Indiana",2000,15.666071,122
"18-089-0006-88101-1",41.635952,-87.442017,"NAD83","Indiana",2000,15.752117,366
"18-089-0022-88101-1",41.606662,-87.304943,"NAD83","Indiana",2000,17.385266,366
"18-089-1003-88101-1",41.588925,-87.407817,"WGS84","Indiana",2000,15.393269,122
"18-089-1016-88101-1",41.600314,-87.33476,"WGS84","Indiana",2000,15.982972,366
"18-089-2004-88101-1",41.586386,-87.475543,"NAD83","Indiana",2000,15.094949,122
"18-091-0011-88101-1",41.707212,-86.891216,"WGS84","Indiana",2000,13.346364,122
"18-095-0009-88101-1",40.111975,-85.679952,"WGS84","Indiana",2000,15.468627,122
"18-097-0042-88101-1",39.6463,-86.248773,"WGS84","Indiana",2000,15.169748,122
"18-097-0043-88101-1",39.744993,-86.166464,"WGS84","Indiana",2000,18.470339,122
"18-097-0078-88101-1",39.810833,-86.114444,"NAD83","Indiana",2000,17.623932,122
"18-097-0079-88101-1",39.89365,-86.04054,"WGS84","Indiana",2000,16.344144,122
"18-097-0081-88101-1",39.788903,-86.214628,"WGS84","Indiana",2000,16.640597,366
"18-097-0083-88101-1",39.774979,-86.12202,"WGS84","Indiana",2000,17.067155,366
"18-127-0020-88101-1",41.631427,-87.086977,"WGS84","Indiana",2000,13.577064,122
"18-127-0024-88101-1",41.6175,-87.199167,"NAD83","Indiana",2000,14.668367,122
"18-141-0014-88101-1",41.66346,-86.207826,"WGS84","Indiana",2000,13.740909,122
"18-141-2004-88101-1",41.694492,-86.287508,"WGS84","Indiana",2000,13.837838,122
"18-157-0007-88101-1",40.425591,-86.879453,"WGS84","Indiana",2000,15.623853,122
"18-163-0006-88101-1",37.971727,-87.567236,"WGS84","Indiana",2000,15.95045,122
"18-163-0012-88101-1",38.021727,-87.569458,"WGS84","Indiana",2000,16.194175,122
"18-163-0016-88101-1",37.974436,-87.532289,"WGS84","Indiana",2000,15.660577,122
"18-167-0018-88101-1",39.485987,-87.401312,"NAD83","Indiana",2000,15.746957,122
"18-167-0023-88101-1",39.456238,-87.370553,"WGS84","Indiana",2000,13.732407,122
"19-013-0008-88101-1",42.493042,-92.344074,"WGS84","Iowa",2000,11.394262,122
"19-033-0019-88101-1",43.161628,-93.208537,"WGS84","Iowa",2000,10.404132,122
"19-045-0021-88101-1",41.874999,-90.177574,"WGS84","Iowa",2000,12.005738,122
"19-063-0003-88101-1",43.397459,-94.817485,"WGS84","Iowa",2000,8.788182,122
"19-103-2001-88101-1",41.657232,-91.503478,"NAD83","Iowa",2000,10.954098,122
"19-113-0036-88101-1",41.97028,-91.620178,"WGS84","Iowa",2000,10.831356,122
"19-113-0037-88101-1",42.00508,-91.6793,"WGS84","Iowa",2000,10.755657,366
"19-153-0059-88101-1",41.583183,-93.58385,"WGS84","Iowa",2000,10.786538,122
"19-153-2510-88101-1",41.603517,-93.7479,"WGS84","Iowa",2000,10.10087,122
"19-153-2520-88101-1",41.664711,-93.614385,"WGS84","Iowa",2000,10.522727,363
"19-155-0009-88101-1",41.264171,-95.896124,"WGS84","Iowa",2000,9.825862,122
"19-163-0015-88101-1",41.530011,-90.587611,"WGS84","Iowa",2000,12.740443,366
"19-163-0018-88101-1",41.550005,-90.600115,"NAD83","Iowa",2000,12.018699,122
"19-169-2530-88101-1",42.041375,-93.614107,"WGS84","Iowa",2000,9.816038,122
"19-177-0005-88101-1",40.689196,-91.994618,"WGS84","Iowa",2000,10.002679,122
"19-193-0017-88101-1",42.517968,-96.387903,"WGS84","Iowa",2000,9.547863,122
"20-091-0007-88101-1",38.974457,-94.687013,"WGS84","Kansas",2000,11.492373,122
"20-091-0008-88101-1",38.903618,-94.706904,"WGS84","Kansas",2000,11.257265,122
"20-091-0009-88101-1",38.863063,-94.769127,"WGS84","Kansas",2000,11.084034,122
"20-107-0002-88101-1",38.135882,-94.731988,"WGS84","Kansas",2000,10.391509,122
"20-173-0008-88101-1",37.659334,-97.297714,"WGS84","Kansas",2000,11.756637,122
"20-173-0009-88101-1",37.651114,-97.362212,"WGS84","Kansas",2000,11.506723,61
"20-173-0010-88101-1",37.702066,-97.314847,"WGS84","Kansas",2000,11.923478,122
"20-177-0010-88101-1",39.04,-95.691927,"WGS84","Kansas",2000,10.75641,122
"20-177-0011-88101-1",39.02139,-95.748594,"WGS84","Kansas",2000,10.761404,122
"20-177-0012-88101-1",39.032501,-95.701371,"WGS84","Kansas",2000,10.806034,122
"20-191-0002-88101-1",37.47689,-97.366399,"WGS84","Kansas",2000,10.563158,122
"20-209-0021-88101-1",39.117219,-94.635605,"WGS84","Kansas",2000,13.446667,122
"20-209-0022-88101-1",39.046314,-94.694816,"WGS84","Kansas",2000,10.998333,122
"21-013-0002-88101-1",36.60843,-83.73694,"WGS84","Kentucky",2000,18.116981,61
"21-019-0017-88101-1",38.45934,-82.64041,"WGS84","Kentucky",2000,15.974336,122
"21-029-0006-88101-1",37.98629,-85.71192,"WGS84","Kentucky",2000,16.751852,122
"21-037-0003-88101-1",39.065617,-84.451885,"WGS84","Kentucky",2000,15.651667,122
"21-043-0500-88101-1",38.23887,-82.9881,"WGS84","Kentucky",2000,14.051852,122
"21-067-0012-88101-1",38.06503,-84.49761,"WGS84","Kentucky",2000,16.626549,122
"21-067-0014-88101-1",38.038966,-84.507439,"WGS84","Kentucky",2000,17.322222,122
"21-073-0006-88101-1",38.219433,-84.83845,"WGS84","Kentucky",2000,15.407826,122
"21-101-0006-88101-1",37.865043,-87.557513,"WGS84","Kentucky",2000,16.139048,122
"21-111-0043-88101-1",38.23319,-85.81566,"WGS84","Kentucky",2000,17.269591,366
"21-111-0044-88101-1",38.19113,-85.77935,"WGS84","Kentucky",2000,16.655556,366
"21-117-0007-88101-1",39.0725,-84.525,"WGS84","Kentucky",2000,16.409244,122
"21-145-1004-88101-1",37.06636,-88.63774,"WGS84","Kentucky",2000,15.305376,122
"21-151-0003-88101-1",37.738458,-84.284952,"WGS84","Kentucky",2000,15.368376,122
"21-195-0002-88101-1",37.4826,-82.53532,"WGS84","Kentucky",2000,15.496262,122
"21-227-0007-88101-1",36.993375,-86.418323,"WGS84","Kentucky",2000,15.357265,122
"22-017-1002-88101-1",32.478486,-93.766012,"WGS84","Louisiana",2000,13.778049,122
"22-019-0009-88101-1",30.227798,-93.579965,"NAD83","Louisiana",2000,12.565138,122
"22-019-0010-88101-1",30.17735,-93.214668,"WGS84","Louisiana",2000,13.191379,122
"22-029-0002-88101-1",31.568222,-91.45845,"WGS84","Louisiana",2000,12.281667,61
"22-033-0002-88101-1",30.491857,-91.150107,"WGS84","Louisiana",2000,15.047748,122
"22-033-0009-88101-1",30.461981,-91.179219,"NAD83","Louisiana",2000,14.711173,366
"22-033-1001-88101-1",30.593978,-91.251943,"WGS84","Louisiana",2000,12.652459,61
"22-047-0005-88101-1",30.219101,-91.062552,"NAD83","Louisiana",2000,13.727119,61
"22-047-0009-88101-1",30.221255,-91.315418,"NAD83","Louisiana",2000,11.346667,61
